,chain_id,cuisine_ids,product_group_ids,products,cuisines,products_len,cuisines_len,cuisines_predicted
270667,165374,,[25],[25],[],1,0,[1 2 4 5]
275196,145646,,[18],[18],[],1,0,[2]
275251,134858,,"[19, 26]","[19, 26]",[],2,0,[1 6]
278876,108610,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
280029,157802,,"[21, 37]","[21, 37]",[],2,0,[3 4]
287755,164186,,"[6, 26]","[6, 26]",[],2,0,[5]
287889,125558,,"[6, 26]","[6, 26]",[],2,0,[5]
291119,141966,,"[27, 34]","[27, 34]",[],2,0,[1 2]
292062,125374,,"[6, 26]","[6, 26]",[],2,0,[5]
293245,117714,,"[6, 26]","[6, 26]",[],2,0,[5]
295363,84066,[5],"[26, 29]","[26, 29]",[5],2,1,[1 5]
298361,43706,"[1, 2, 5]","[27, 34, 47, 48, 51]","[27, 34, 47, 48, 51]","[1, 2, 5]",5,3,[1 2 6]
298387,155146,,"[24, 27, 34]","[24, 27, 34]",[],3,0,[1 3]
301679,126146,,"[6, 26]","[6, 26]",[],2,0,[5]
302387,85462,[2],"[2, 18, 51]","[2, 18, 51]",[2],3,1,[2]
313655,168694,,"[23, 29, 30, 34]","[23, 29, 30, 34]",[],4,0,[1 3 5]
318027,138590,,"[6, 26]","[6, 26]",[],2,0,[5]
320640,152310,,"[24, 43]","[24, 43]",[],2,0,[3 4]
321010,138582,,"[6, 26]","[6, 26]",[],2,0,[5]
322363,55146,"[1, 2]","[1, 2, 5, 23]","[1, 2, 5, 23]","[1, 2]",4,2,[1 2 4]
322747,134018,,"[6, 26]","[6, 26]",[],2,0,[5]
323348,171942,,[29],[29],[],1,0,[1 5]
325927,165874,,"[30, 43]","[30, 43]",[],2,0,[1 3]
328562,122518,,"[6, 26]","[6, 26]",[],2,0,[5]
331056,162598,,[19],[19],[],1,0,[1 4]
332983,141870,,"[6, 26]","[6, 26]",[],2,0,[5]
334594,168758,,[25],[25],[],1,0,[1 2 4 5]
338849,121842,,[2],[2],[],1,0,[2]
338860,117466,,"[6, 26]","[6, 26]",[],2,0,[5]
339966,115430,,"[1, 5, 20, 30, 51]","[1, 5, 20, 30, 51]",[],5,0,[1 2 3 4]
340069,31622,"[1, 2, 3]","[1, 2, 20, 40]","[1, 2, 20, 40]","[1, 2, 3]",4,3,[1 2]
341710,168622,,[43],[43],[],1,0,[3 4]
342547,53638,"[1, 4]","[1, 3, 6, 19, 51]","[1, 3, 6, 19, 51]","[1, 4]",5,2,[1 4]
342811,61314,"[1, 2, 3, 4]","[3, 30, 40, 43]","[3, 30, 40, 43]","[1, 2, 3, 4]",4,4,[1 2 3 4]
344213,65210,"[1, 5]","[1, 2, 23]","[1, 2, 23]","[1, 5]",3,2,[1 2 5]
345587,108614,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
349434,138554,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
349563,108478,[1],"[27, 34]","[27, 34]",[1],2,1,[1 2]
350365,108490,"[1, 2, 5]","[1, 2, 6, 18]","[1, 2, 6, 18]","[1, 2, 5]",4,3,[1 2 5]
351438,126030,,"[6, 26]","[6, 26]",[],2,0,[5]
360915,173318,,"[1, 2, 5, 38]","[1, 2, 5, 38]",[],4,0,[1 2 4 6]
363125,161626,,[2],[2],[],1,0,[2]
366413,147106,,"[26, 29]","[26, 29]",[],2,0,[1 5]
366447,166758,,"[27, 30, 43]","[27, 30, 43]",[],3,0,[1 3]
374735,156238,,"[6, 19, 26, 52]","[6, 19, 26, 52]",[],4,0,[5]
376369,123366,,[19],[19],[],1,0,[1 4]
384812,170978,,"[5, 20, 24, 37]","[5, 20, 24, 37]",[],4,0,[1 4]
384913,22098,[3],[43],[43],[3],1,1,[3 4]
386657,160874,,"[25, 27, 34]","[25, 27, 34]",[],3,0,[1 2 3]
386711,110218,[2],"[2, 40]","[2, 40]",[2],2,1,[2]
388176,130298,,"[1, 2]","[1, 2]",[],2,0,[1 2]
388269,118582,,"[6, 26]","[6, 26]",[],2,0,[5]
389142,155554,,"[23, 42]","[23, 42]",[],2,0,[1 5]
389955,146770,,"[1, 2, 40]","[1, 2, 40]",[],3,0,[1 2]
390066,166070,,[19],[19],[],1,0,[1 4]
390112,149094,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
392238,123862,,"[23, 29, 34]","[23, 29, 34]",[],3,0,[1 5]
392253,154246,,[27],[27],[],1,0,[1]
392279,175406,,"[1, 2, 6]","[1, 2, 6]",[],3,0,[1 2 5]
392461,95674,"[1, 2]","[1, 2, 25]","[1, 2, 25]","[1, 2]",3,2,[ 1  2 10]
400195,134538,,[27],[27],[],1,0,[1]
400204,111906,,"[1, 5, 23]","[1, 5, 23]",[],3,0,[1 2 4]
400323,21642,"[1, 2]","[1, 2, 25, 40]","[1, 2, 25, 40]","[1, 2]",4,2,[1 2]
400417,105646,[4],[5],[5],[4],1,1,[1 4]
404356,109134,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
405735,120130,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
409608,175098,,"[1, 2, 6, 18]","[1, 2, 6, 18]",[],4,0,[1 2 5]
410922,160782,,"[27, 52]","[27, 52]",[],2,0,[1]
420575,110054,[2],"[2, 51]","[2, 51]",[2],2,1,[1 2]
422023,157222,,"[6, 26]","[6, 26]",[],2,0,[5]
424872,109222,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
425480,122806,,"[6, 26]","[6, 26]",[],2,0,[5]
436971,113818,,[6],[6],[],1,0,[1 5]
437556,127886,,,[],[],0,0,[1 2 5]
439382,133994,,"[6, 26]","[6, 26]",[],2,0,[5]
439614,140042,,"[18, 36, 48]","[18, 36, 48]",[],3,0,[2]
442177,144698,,"[31, 36]","[31, 36]",[],2,0,[1 2]
442676,59018,"[1, 4]","[2, 5]","[2, 5]","[1, 4]",2,2,[2 4 5]
445451,11318,[2],"[2, 18, 36, 40]","[2, 18, 36, 40]",[2],4,1,[1 2]
445569,64046,[1],"[1, 51]","[1, 51]",[1],2,1,[1]
451121,136454,,[27],[27],[],1,0,[1]
451136,173214,,"[27, 30]","[27, 30]",[],2,0,[1 3]
452422,107830,[1],"[1, 42]","[1, 42]",[1],2,1,[1]
457079,163578,,"[2, 5, 27, 44]","[2, 5, 27, 44]",[],4,0,[2 4]
457135,136866,,[1],[1],[],1,0,[1]
457233,58318,[2],"[2, 20, 40, 41]","[2, 20, 40, 41]",[2],4,1,[1 2]
460084,147018,,"[20, 24, 25, 27]","[20, 24, 25, 27]",[],4,0,[1 4]
460115,137098,,"[25, 30, 43]","[25, 30, 43]",[],3,0,[1 3 6]
469145,117710,,"[6, 26]","[6, 26]",[],2,0,[5]
474163,135298,,"[6, 26]","[6, 26]",[],2,0,[5]
481113,18626,"[1, 2, 3, 5]","[1, 2, 27, 34, 51]","[1, 2, 27, 34, 51]","[1, 2, 3, 5]",5,4,[1 2 5]
481379,124462,,"[6, 26]","[6, 26]",[],2,0,[5]
481600,114386,,"[1, 2, 3, 18]","[1, 2, 3, 18]",[],4,0,[1 2 3 5]
495030,157322,,"[6, 26]","[6, 26]",[],2,0,[5]
495307,139506,,"[6, 26]","[6, 26]",[],2,0,[5]
496703,124790,,"[6, 26]","[6, 26]",[],2,0,[5]
501092,175962,,"[5, 19]","[5, 19]",[],2,0,[1 4]
506402,59978,[2],"[1, 2, 6, 18]","[1, 2, 6, 18]",[2],4,1,[1 2 5]
510236,126374,,"[6, 26]","[6, 26]",[],2,0,[5]
511057,123866,,"[6, 26]","[6, 26]",[],2,0,[5]
525686,131726,,"[23, 29, 43]","[23, 29, 43]",[],3,0,[1 3 4]
525713,129714,,"[27, 30]","[27, 30]",[],2,0,[1 3]
528282,133974,,"[6, 26]","[6, 26]",[],2,0,[5]
532282,164182,,[1],[1],[],1,0,[1]
539090,116890,,[19],[19],[],1,0,[1 4]
539249,171602,,"[1, 42]","[1, 42]",[],2,0,[1]
539271,120694,,"[6, 26]","[6, 26]",[],2,0,[5]
540364,137562,,"[6, 26]","[6, 26]",[],2,0,[5]
540627,128194,,"[24, 33, 43]","[24, 33, 43]",[],3,0,[3 4]
543877,172090,,"[1, 2, 5, 26]","[1, 2, 5, 26]",[],4,0,[1 2 4]
543899,43078,"[1, 3, 5]","[23, 24, 27, 43, 51]","[23, 24, 27, 43, 51]","[1, 3, 5]",5,3,[3]
543942,172394,,"[6, 26]","[6, 26]",[],2,0,[5]
544810,160594,,[43],[43],[],1,0,[3 4]
545236,127194,,"[6, 26]","[6, 26]",[],2,0,[5]
545947,81870,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
546251,162334,,"[6, 26]","[6, 26]",[],2,0,[5]
548384,173762,,[1],[1],[],1,0,[1]
550595,174410,,"[19, 26]","[19, 26]",[],2,0,[1 6]
551120,139562,,"[6, 26]","[6, 26]",[],2,0,[5]
553443,157446,,"[6, 26]","[6, 26]",[],2,0,[5]
555086,47378,[4],[5],[5],[4],1,1,[1 4]
557069,178322,,"[1, 2, 6, 43]","[1, 2, 6, 43]",[],4,0,[1 2 5]
557710,120634,,"[6, 26]","[6, 26]",[],2,0,[5]
558122,136794,,"[6, 26]","[6, 26]",[],2,0,[5]
563562,172246,,"[6, 19]","[6, 19]",[],2,0,[4 5]
563690,129406,,"[6, 26]","[6, 26]",[],2,0,[5]
564455,113666,,"[22, 44]","[22, 44]",[],2,0,[1 4 6]
566432,138862,,"[25, 30, 37]","[25, 30, 37]",[],3,0,[3 4]
568163,150222,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
570218,154814,,"[25, 44]","[25, 44]",[],2,0,[1 2 4]
571087,153542,,"[1, 20, 25]","[1, 20, 25]",[],3,0,[1]
571311,118882,,"[2, 40]","[2, 40]",[],2,0,[2]
571471,112582,,[2],[2],[],1,0,[2]
571538,108982,"[1, 4]","[5, 23]","[5, 23]","[1, 4]",2,2,[1 3 4]
574395,165578,,[1],[1],[],1,0,[1]
574505,135306,,"[6, 26]","[6, 26]",[],2,0,[5]
576323,120590,,"[6, 26]","[6, 26]",[],2,0,[5]
580046,174282,,"[1, 2]","[1, 2]",[],2,0,[1 2]
580164,125530,,"[6, 26]","[6, 26]",[],2,0,[5]
581667,158654,,"[23, 26, 34, 36]","[23, 26, 34, 36]",[],4,0,[1 5]
582569,178082,,"[1, 2, 18, 44]","[1, 2, 18, 44]",[],4,0,[1 2 4]
582676,140074,,"[2, 36, 39]","[2, 36, 39]",[],3,0,[2]
587394,81726,[5],"[26, 29]","[26, 29]",[5],2,1,[1 5]
587593,143230,,"[24, 33, 43]","[24, 33, 43]",[],3,0,[3 4]
591702,19938,"[1, 2, 3, 4]","[25, 38, 40, 44]","[25, 38, 40, 44]","[1, 2, 3, 4]",4,4,[1 2 3]
594675,126246,,"[6, 26]","[6, 26]",[],2,0,[5]
595017,166598,,"[26, 33, 34, 43]","[26, 33, 34, 43]",[],4,0,[1 3 5]
595040,172542,,"[6, 26]","[6, 26]",[],2,0,[5]
597594,162806,,"[27, 30]","[27, 30]",[],2,0,[1 3]
602939,126386,,"[6, 26]","[6, 26]",[],2,0,[5]
604112,136826,,"[6, 26]","[6, 26]",[],2,0,[5]
605100,121526,,"[6, 26]","[6, 26]",[],2,0,[5]
605749,134130,,"[5, 19, 26, 35]","[5, 19, 26, 35]",[],4,0,[3 4 5]
606246,117202,,"[1, 2, 51]","[1, 2, 51]",[],3,0,[1 2 3]
609089,138662,,"[6, 26]","[6, 26]",[],2,0,[5]
609972,128566,,"[5, 27, 37, 44]","[5, 27, 37, 44]",[],4,0,[1 4]
613508,177134,,"[6, 26]","[6, 26]",[],2,0,[5]
623402,154486,,"[1, 30]","[1, 30]",[],2,0,[1 4]
623424,106194,"[1, 2, 5]","[1, 2, 6, 18]","[1, 2, 6, 18]","[1, 2, 5]",4,3,[1 2 5]
630240,133058,,"[25, 26]","[25, 26]",[],2,0,[1 5]
633936,156018,,"[1, 5, 26]","[1, 5, 26]",[],3,0,[1 4]
633981,121002,,[2],[2],[],1,0,[2]
634065,165910,,[25],[25],[],1,0,[1 2 4 5]
635409,24446,"[1, 2]","[2, 40, 41]","[2, 40, 41]","[1, 2]",3,2,[2]
640674,83946,[2],"[1, 2, 40, 42]","[1, 2, 40, 42]",[2],4,1,[1 2]
640978,101486,[2],"[2, 18]","[2, 18]",[2],2,1,[2]
641273,158758,,"[25, 43]","[25, 43]",[],2,0,[1 3 4 6]
641311,165326,,"[6, 32]","[6, 32]",[],2,0,[1 4 5]
642803,63350,[1],"[26, 27, 34, 42, 43]","[26, 27, 34, 42, 43]",[1],5,1,[1 5]
643778,113494,,"[6, 26]","[6, 26]",[],2,0,[5]
644175,142186,,"[5, 44]","[5, 44]",[],2,0,[4]
645180,140606,,"[6, 26]","[6, 26]",[],2,0,[5]
645670,113254,,"[6, 26]","[6, 26]",[],2,0,[5]
650105,165466,,"[1, 23, 34, 48]","[1, 23, 34, 48]",[],4,0,[1]
650122,175494,,"[19, 30]","[19, 30]",[],2,0,[4]
650165,123238,,"[6, 26]","[6, 26]",[],2,0,[5]
651269,65206,"[1, 2, 3, 5]","[1, 2, 3, 18]","[1, 2, 3, 18]","[1, 2, 3, 5]",4,4,[1 2 3 5]
657396,158918,,[1],[1],[],1,0,[1]
657422,168458,,"[3, 29, 30, 34]","[3, 29, 30, 34]",[],4,0,[1 3 4]
657480,147102,,"[26, 29]","[26, 29]",[],2,0,[1 5]
658163,177258,,"[6, 26]","[6, 26]",[],2,0,[5]
658910,142938,,"[33, 34, 43]","[33, 34, 43]",[],3,0,[1 3]
659530,171054,,"[5, 25, 43, 48]","[5, 25, 43, 48]",[],4,0,[3 4]
660822,114018,,"[1, 2]","[1, 2]",[],2,0,[1 2]
661464,169766,,,[],[],0,0,[1 2 5]
666314,109218,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
671409,147882,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
671435,20286,"[1, 2, 3, 4, 5]","[5, 24, 25]","[5, 24, 25]","[1, 2, 3, 4, 5]",3,5,[1 4 5]
673309,88594,[2],"[1, 2, 18, 36, 51]","[1, 2, 18, 36, 51]",[2],5,1,[2]
674347,134606,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
675130,135286,,"[6, 26]","[6, 26]",[],2,0,[5]
675918,19550,"[1, 2]","[1, 2, 18, 20]","[1, 2, 18, 20]","[1, 2]",4,2,[1 2 5]
676710,160606,,"[1, 5, 19, 47]","[1, 5, 19, 47]",[],4,0,[4]
676864,130766,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
677097,117734,,"[21, 25, 37]","[21, 25, 37]",[],3,0,[3 4]
680364,70918,"[3, 4]","[21, 37]","[21, 37]","[3, 4]",2,2,[3 4]
683675,149218,,"[29, 34]","[29, 34]",[],2,0,[1]
683784,124470,,[19],[19],[],1,0,[1 4]
689784,151262,,"[5, 25, 34]","[5, 25, 34]",[],3,0,[1 3 4]
692387,169226,,"[1, 23, 30, 42]","[1, 23, 30, 42]",[],4,0,[1 4]
697759,118466,,"[6, 26]","[6, 26]",[],2,0,[5]
697786,46674,"[3, 4]","[5, 23, 24, 25]","[5, 23, 24, 25]","[3, 4]",4,2,[1 3 5]
698033,157650,,"[1, 26, 40]","[1, 26, 40]",[],3,0,[1 2 4 5]
698085,153394,,"[19, 37]","[19, 37]",[],2,0,[4]
700239,93502,"[1, 5]","[26, 29]","[26, 29]","[1, 5]",2,2,[1 5]
700504,68206,"[1, 2]","[1, 2, 18]","[1, 2, 18]","[1, 2]",3,2,[1 2]
702896,112062,,"[6, 26]","[6, 26]",[],2,0,[5]
706662,135302,,"[6, 26]","[6, 26]",[],2,0,[5]
710241,118826,,"[6, 26, 51]","[6, 26, 51]",[],3,0,[5]
713411,113174,,"[6, 26]","[6, 26]",[],2,0,[5]
714110,175942,,"[27, 29, 34]","[27, 29, 34]",[],3,0,[1]
715191,160954,,[30],[30],[],1,0,[1 3 4 5]
718341,156714,,"[6, 26]","[6, 26]",[],2,0,[5]
718778,159566,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
718802,172546,,"[1, 2]","[1, 2]",[],2,0,[1 2]
718820,108466,[3],"[43, 51]","[43, 51]",[3],2,1,[1 3]
721008,161494,,[27],[27],[],1,0,[1]
721794,120390,,"[6, 26]","[6, 26]",[],2,0,[5]
723075,107954,[2],"[2, 18, 40]","[2, 18, 40]",[2],3,1,[2]
725509,17842,[4],"[5, 24, 25]","[5, 24, 25]",[4],3,1,[1 4 5]
726416,115618,,"[27, 34, 48]","[27, 34, 48]",[],3,0,[1]
726462,121522,,"[6, 26]","[6, 26]",[],2,0,[5]
727492,126334,,[1],[1],[],1,0,[1]
727746,168510,,[26],[26],[],1,0,[1]
728826,166734,,"[34, 43]","[34, 43]",[],2,0,[1 3]
729599,150374,,[19],[19],[],1,0,[1 4]
731636,152542,,"[26, 29]","[26, 29]",[],2,0,[1 5]
733173,115398,,"[6, 29]","[6, 29]",[],2,0,[1 5]
733212,154162,,"[1, 5, 6, 25]","[1, 5, 6, 25]",[],4,0,[1 3 4 5]
733232,78542,[4],"[5, 27, 30, 37, 51]","[5, 27, 30, 37, 51]",[4],5,1,[4]
733287,156514,,"[6, 25]","[6, 25]",[],2,0,[1 5]
733629,141134,,[30],[30],[],1,0,[1 3 4 5]
733711,150134,,"[26, 29]","[26, 29]",[],2,0,[1 5]
733777,161182,,"[27, 34, 52]","[27, 34, 52]",[],3,0,[1 2]
734138,144878,,[26],[26],[],1,0,[1]
734233,170526,,"[1, 2, 19]","[1, 2, 19]",[],3,0,[1 2]
734881,155946,,"[26, 29]","[26, 29]",[],2,0,[1 5]
735075,54026,[2],"[2, 20, 51]","[2, 20, 51]",[2],3,1,[2]
735164,29894,[2],"[1, 2, 18, 36, 51]","[1, 2, 18, 36, 51]",[2],5,1,[2]
735791,160822,,[37],[37],[],1,0,[4]
735858,81494,[1],"[1, 2, 18]","[1, 2, 18]",[1],3,1,[1 2]
736045,108066,[4],[5],[5],[4],1,1,[1 4]
736429,159466,,[1],[1],[],1,0,[1]
737629,124982,,"[23, 27, 34]","[23, 27, 34]",[],3,0,[1 2 5]
738142,106930,"[1, 2, 5]","[1, 2, 23]","[1, 2, 23]","[1, 2, 5]",3,3,[1 2 5]
738650,162578,,[26],[26],[],1,0,[1]
741115,111118,,"[6, 18, 34, 35]","[6, 18, 34, 35]",[],4,0,[1 2 5]
743710,165670,,"[29, 30, 42, 43]","[29, 30, 42, 43]",[],4,0,[1 3]
743750,145550,,"[26, 30, 34]","[26, 30, 34]",[],3,0,[1 3 4]
746719,81046,[4],"[27, 44]","[27, 44]",[4],2,1,[1 4]
750366,122050,,"[26, 28, 29]","[26, 28, 29]",[],3,0,[1 5]
754774,170458,,[43],[43],[],1,0,[3 4]
755614,54626,"[1, 2, 5]","[2, 6, 25, 36]","[2, 6, 25, 36]","[1, 2, 5]",4,3,[1 2 5]
757063,127754,,"[2, 6, 20, 26]","[2, 6, 20, 26]",[],4,0,[2 5]
757506,21762,[2],"[2, 20]","[2, 20]",[2],2,1,[2]
757934,171402,,"[27, 30]","[27, 30]",[],2,0,[1 3]
758332,27318,[2],"[2, 40, 51]","[2, 40, 51]",[2],3,1,[2]
758421,161778,,[19],[19],[],1,0,[1 4]
758986,155718,,"[23, 34]","[23, 34]",[],2,0,[1 4 5]
758988,67582,[4],"[5, 20, 25]","[5, 20, 25]",[4],3,1,[1 4]
759011,129794,,"[29, 34, 43, 51]","[29, 34, 43, 51]",[],4,0,[1 3]
759318,135310,,"[6, 26]","[6, 26]",[],2,0,[5]
760249,139494,,"[6, 26]","[6, 26]",[],2,0,[5]
761101,153742,,[6],[6],[],1,0,[1 5]
762801,27410,[2],"[2, 18, 36, 40, 51]","[2, 18, 36, 40, 51]",[2],5,1,[2]
766563,126622,,[18],[18],[],1,0,[2]
767050,164126,,"[1, 23, 25, 42]","[1, 23, 25, 42]",[],4,0,[1]
767051,104442,,"[26, 29]","[26, 29]",[],2,0,[1 5]
767099,137138,,"[5, 19]","[5, 19]",[],2,0,[1 4]
767166,137338,,[27],[27],[],1,0,[1]
768251,167354,,"[6, 25, 35]","[6, 25, 35]",[],3,0,[1 5]
772015,156734,,"[6, 26]","[6, 26]",[],2,0,[5]
773384,117902,,"[6, 25, 34, 42, 51]","[6, 25, 34, 42, 51]",[],5,0,[1 2 5]
773457,37490,"[1, 3]","[24, 25, 29, 43]","[24, 25, 29, 43]","[1, 3]",4,2,[1 3]
775629,161350,,[48],[48],[],1,0,[1 5]
776841,141222,,"[34, 48]","[34, 48]",[],2,0,[1 3 5]
777798,109138,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
778120,137798,,"[6, 26]","[6, 26]",[],2,0,[5]
780835,123914,,"[1, 5, 26, 38]","[1, 5, 26, 38]",[],4,0,[1 4 6]
780958,153018,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
782014,153754,,"[19, 26, 28]","[19, 26, 28]",[],3,0,[1 5 6]
782074,142274,,"[6, 26]","[6, 26]",[],2,0,[5]
783320,157894,,[27],[27],[],1,0,[1]
783848,128858,,"[43, 51]","[43, 51]",[],2,0,[1 3]
784282,126142,,"[6, 26]","[6, 26]",[],2,0,[5]
784426,170466,,"[1, 19, 52]","[1, 19, 52]",[],3,0,[1]
786046,123038,,"[2, 18, 26, 47]","[2, 18, 26, 47]",[],4,0,[2 5]
787368,138626,,"[6, 26]","[6, 26]",[],2,0,[5]
788163,155338,,"[6, 26, 28]","[6, 26, 28]",[],3,0,[5]
788206,168238,,"[25, 45]","[25, 45]",[],2,0,[1 2 4 5]
792462,156914,,"[1, 2, 6, 18]","[1, 2, 6, 18]",[],4,0,[1 2 5]
793079,69966,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
794096,35586,"[1, 3, 5]","[1, 51]","[1, 51]","[1, 3, 5]",2,3,[1]
796993,163426,,[2],[2],[],1,0,[2]
799368,174994,,"[2, 36]","[2, 36]",[],2,0,[2]
799417,17454,"[1, 5]","[23, 26, 27, 42]","[23, 26, 27, 42]","[1, 5]",4,2,[1 5]
800956,157806,,,[],[],0,0,[1 2 5]
801046,108458,[2],"[2, 18, 24, 40]","[2, 18, 24, 40]",[2],4,1,[1 2 4]
802114,176478,,"[1, 23, 26, 42]","[1, 23, 26, 42]",[],4,0,[1]
802176,20302,[2],"[1, 2]","[1, 2]",[2],2,1,[1 2]
802335,146534,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
803130,108634,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
805667,141502,,"[1, 2, 26]","[1, 2, 26]",[],3,0,[1 2]
805693,141410,,[34],[34],[],1,0,[1 2 3 4 5]
807219,158570,,"[26, 36]","[26, 36]",[],2,0,[1 2]
808641,120186,,"[1, 2, 44]","[1, 2, 44]",[],3,0,[1 2 4]
808842,24126,[2],"[1, 2, 25, 40]","[1, 2, 25, 40]",[2],4,1,[1 2]
810507,172514,,"[2, 18, 36, 40]","[2, 18, 36, 40]",[],4,0,[1 2]
814415,60054,"[1, 5]","[1, 35]","[1, 35]","[1, 5]",2,2,[1 5]
817201,81998,[2],"[2, 18, 36, 40, 51]","[2, 18, 36, 40, 51]",[2],5,1,[2]
818344,105434,[5],"[6, 25, 51]","[6, 25, 51]",[5],3,1,[5]
822646,174482,,"[26, 29]","[26, 29]",[],2,0,[1 5]
822733,160706,,"[18, 26, 34]","[18, 26, 34]",[],3,0,[1 2]
822751,169094,,[26],[26],[],1,0,[1]
822755,172646,,[5],[5],[],1,0,[1 4]
826871,147822,,[33],[33],[],1,0,[1 2 5]
826898,126858,,"[19, 26]","[19, 26]",[],2,0,[1 6]
828259,122502,,"[6, 23, 25]","[6, 23, 25]",[],3,0,[1 5]
830567,95622,[2],"[18, 38]","[18, 38]",[2],2,1,[2]
830679,125410,,"[6, 26]","[6, 26]",[],2,0,[5]
831106,122746,,"[33, 34, 48]","[33, 34, 48]",[],3,0,[1 5]
834511,26466,"[1, 2]","[1, 2, 20, 40, 41]","[1, 2, 20, 40, 41]","[1, 2]",5,2,[1 2]
834834,6322,"[1, 2]","[1, 2, 18, 40]","[1, 2, 18, 40]","[1, 2]",4,2,[1 2]
835442,96374,"[1, 4]","[1, 42, 51]","[1, 42, 51]","[1, 4]",3,2,[1 4]
835765,135874,,"[6, 26]","[6, 26]",[],2,0,[5]
836582,13898,[2],"[1, 2, 18]","[1, 2, 18]",[2],3,1,[1 2]
846592,167786,,[34],[34],[],1,0,[1 2 3 4 5]
849787,109706,[2],[2],[2],[2],1,1,[2]
849854,120134,,"[19, 26, 28]","[19, 26, 28]",[],3,0,[1 5 6]
850614,119130,,[1],[1],[],1,0,[1]
851535,136598,,"[19, 26, 30]","[19, 26, 30]",[],3,0,[1 4]
851927,108650,[5],"[6, 26]","[6, 26]",[5],2,1,[5]
852071,116118,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
853282,16138,"[1, 2]","[1, 2, 5, 20]","[1, 2, 5, 20]","[1, 2]",4,2,[1 2]
854886,162722,,"[27, 29, 43]","[27, 29, 43]",[],3,0,[1 3 4 5]
855679,175466,,"[6, 26]","[6, 26]",[],2,0,[5]
856729,162358,,"[6, 26]","[6, 26]",[],2,0,[5]
856794,150386,,"[19, 26]","[19, 26]",[],2,0,[1 6]
858392,160082,,"[5, 19]","[5, 19]",[],2,0,[1 4]
861126,134146,,[39],[39],[],1,0,[2 6]
864727,161114,,"[1, 43]","[1, 43]",[],2,0,[1 3]
864877,46898,"[1, 3, 4]","[5, 19, 21, 37, 51]","[5, 19, 21, 37, 51]","[1, 3, 4]",5,3,[1 3 4]
868209,93770,[2],"[2, 18, 40]","[2, 18, 40]",[2],3,1,[2]
873145,47274,"[1, 2, 5]","[1, 2, 6, 40]","[1, 2, 6, 40]","[1, 2, 5]",4,3,[1 2 5]
874349,123694,,"[19, 26]","[19, 26]",[],2,0,[1 6]
874386,10794,"[1, 2]","[1, 2, 20, 43]","[1, 2, 20, 43]","[1, 2]",4,2,[1 2 5]
874492,122258,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
875273,133066,,"[26, 27, 42, 43]","[26, 27, 42, 43]",[],4,0,[1 5]
875317,171922,,[34],[34],[],1,0,[1 2 3 4 5]
878815,174742,,[6],[6],[],1,0,[1 5]
880145,33190,"[1, 2, 5]","[1, 2, 25, 29]","[1, 2, 25, 29]","[1, 2, 5]",4,3,[1 5]
881912,167570,,,[],[],0,0,[1 2 5]
885642,103762,[1],"[1, 6, 27]","[1, 6, 27]",[1],3,1,[1 2 5]
890074,124670,,"[23, 42]","[23, 42]",[],2,0,[1 5]
890344,168210,,"[6, 19, 28, 33]","[6, 19, 28, 33]",[],4,0,[4 5]
890863,28374,"[3, 4]",[5],[5],"[3, 4]",1,2,[1 4]
892456,99722,[3],"[25, 30]","[25, 30]",[3],2,1,[1 3 4]
893721,166978,,"[33, 34]","[33, 34]",[],2,0,[1 2 3 4 5]
893875,159198,,[18],[18],[],1,0,[2]
893925,129846,,"[23, 25, 34]","[23, 25, 34]",[],3,0,[1 3 5]
893946,163146,,"[2, 40]","[2, 40]",[],2,0,[2]
894014,165014,,"[27, 34, 42, 43]","[27, 34, 42, 43]",[],4,0,[1 3]
896056,163606,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
896100,125366,,"[6, 26]","[6, 26]",[],2,0,[5]
896632,160030,,"[5, 19]","[5, 19]",[],2,0,[1 4]
896669,124302,,[6],[6],[],1,0,[1 5]
897153,27334,[2],"[2, 18, 36, 40, 51]","[2, 18, 36, 40, 51]",[2],5,1,[2]
898809,147550,,"[23, 26]","[23, 26]",[],2,0,[1 5]
